item_sku,rec_sku
TMMS7,TMMS5
TMMS7,TMMS6
TMMS7,TMMS9
TMMS7,TMMS5.5
TMMS7,TMMS11
TMMS7,TMS16
TMMS7,TMS14
TMMS7,TMS12
TMMS7,TMS11
TMMS7,TMS10
FTX40E,FTX27E
FTX40E,FTX30E
FTX40E,FTX47E
FTX40E,FTX55E
FTX40E,TTX8E
FTX40E,FTX45E
FTX40E,FTX50E
FTX40E,TTX10E
FTX40E,TTX15E
FTX40E,FBSM325
HBBD16,222SFFSFR
HBBD16,TD1040A
HBBD16,TDM100A
HBBD16,UPT35R
HBBD16,224SFFSMFR
HBBD16,PK52A
HBBD16,PPB826A
HBBD16,DB121C
HBBD16,YA249
HBBD16,TPMA25EM
STMM5.5,STMM9
STMM5.5,STMM6
STMM5.5,STMM14
STMM5.5,STMM11
STMM5.5,STMM12
STMM5.5,STMM5
STMM5.5,STM16
STMM5.5,STM14
STMM5.5,STM12
STMM5.5,STM11
AWTEFTP11K,SPBS704AR
AWTEFTP11K,BLPTHC87
AWTEFTP11K,TMXK2
AWTEFTP11K,T72
AWTEFTP11K,SIMM170
AWTEFTP11K,EECT400
AWTEFTP11K,KRSC46HPBO
AWTEFTP11K,ECHDD012A
AWTEFTP11K,CTB8174
AWTEFTP11K,PH3050BR
TPMB25,BHS7A
TPMB25,340SSDP
TPMB25,FBBA325
TPMB25,10SSD
TPMB25,ECPNG032R
TPMB25,222AFSP
TPMB25,OFW3
TPMB25,SN25A
TPMB25,FB303B
TPMB25,SWM111A
TMR4R,YA249
TMR4R,2004BSKA
TMR4R,BTC10
TMR4R,208CCP
TMR4R,BTC3A
TMR4R,PK53A
TMR4R,TMS4E
TMR4R,AT4101
TMR4R,FX18
TMR4R,FX24A
TMXM114,TMC109A
TMXM114,CTNN13KF
TMXM114,TMBS8A
TMXM114,GMB3042
TMXM114,PBMB5R
TMXM114,PBMS5R
TMXM114,TMUS81A
TMXM114,TMUS121A
TMXM114,CTB8174
TMXM114,TMUS101A
IPDLM17A,IPSM21
IPDLM17A,IPSM18
IPDLM17A,IPSM15
IPDLM17A,IPLM22C
IPDLM17A,IPL38C
IPDLM17A,IPTMM8A
IPDLM17A,IPTMM15A
IPDLM17A,IPTMM12A
IPDLM17A,IPTMM13A
IPDLM17A,IPTMM14A
R404,AD8B
R404,R1618SC
R404,AWMG9-7
R404,SEPPT850KA
R404,TF275A
R404,TC15A
R404,BTC10
R404,CJ92
R404,ACT413A
R404,GA3645A
SR80A,AB3042
SR80A,BLP7
SR80A,CT861K2
SR80A,CTS561BITXL
SR80A,EEDM604F
SR80A,FSM201
SR80A,FSM211
SR80A,FSM221
SR80A,IMM320
SR80A,KDT3729
SFSM11,SFSM9
SFSM11,SFSM16
SFSM11,SFSM18
SFSM11,SFSM19
SFSM11,SFSM17
SFSM11,SFS101
SFSM11,SFS081
SFSM11,SGA173BG
SFSM11,UPT35R
SFSM11,FADH12B
SGA173BR,SGA1711BR
SGA173BR,SGA1712BR
SGA173BR,SGA1710BR
SGA173BR,SGA174BR
SGA173BR,SGA175BR
SGA173BR,FLX80B
SGA173BR,PH3050BR
SGA173BR,EC-USB-C-3A
SGA173BR,KRA2007FPBO
SGA173BR,TPM16
313TWYA,BHS7A
313TWYA,TWM31
313TWYA,TWM29
313TWYA,313TSYA
313TWYA,TS121A
313TWYA,TS141A
313TWYA,TS161A
313TWYA,TS181A
313TWYA,TS201
313TWYA,TS221
FHR80G,THR72
FHR80G,SH80A
FHR80G,FHOF80A
FHR80G,THL72
FHR80G,THRLX72
FHR80G,FSS241
FHR80G,FSS221
FHR80G,FSS201
FHR80G,FSS101
FHR80G,FSS081
F80,FLX80B
F80,FXWP1
F80,FXWP6
F80,EC-USB-C-3A
F80,AWM110DHK
F80,206EAU
F80,317MSPC
F80,317AMMPC
F80,PK53A
F80,PH3050BR
SIMM170,SIMM250
SIMM170,SIMM270
SIMM170,SIMM160A
SIMM170,SIMM130A
SIMM170,SIMM150A
SIMM170,SIMM110A
SIMM170,SIMM100A
SIMM170,ECHDD012A
SIMM170,CTB8174
SIMM170,PH3050BR
SHD4O,SHD8R
SHD4O,SHDP31IRR
SHD4O,SHD2R
SHD4O,SHD6R
SHD4O,SHDP42IRR
SHD4O,SHDP63IRR
SHD4O,PG160
SHD4O,ECFB200BL
SHD4O,S9706KMAG
SHD4O,SHDP22IRR
SGD6BG,SGD2BR
SGD6BG,SGDP31IRBR
SGD6BG,SGDP42IRBR
SGD6BG,SGDP63IRBR
SGD6BG,SGD8BR
SGD6BG,MTTL300
SGD6BG,ACT83A
SGD6BG,SHDP22IRR
SGD6BG,FB303B
SGD6BG,SEPIMMSIMM
FM10,FM8
FM10,FM9
FM10,FM11
FM10,FM16
FM10,FM19
FM10,FM18
FM10,FM15
FM10,SFM12
FM10,SFM11
FM10,SFM10
AWBMXL9,AWBXL13
AWBMXL9,AWBPH13
AWBMXL9,317MPC
AWBMXL9,BHS13A
AWBMXL9,205IPF
AWBMXL9,SFS121
AWBMXL9,FB316B
AWBMXL9,SW121A
AWBMXL9,MAGDISH
AWBMXL9,JT13B
CGRS865K2,CTB8174
CGRS865K2,LN47ACF
CGRS865K2,SPBS704AR
CGRS865K2,SGD4BR
CGRS865K2,SPBS8AR
CGRS865K2,FXK6
CGRS865K2,91ACP
CGRS865K2,SPBS12AR
CGRS865K2,ATECH3FR300B
CGRS865K2,SPBS18AR
KAC1224TCA,ADHW8A
KAC1224TCA,AEM444
KAC1224TCA,AEM5530
KAC1224TCA,AEM6530
KAC1224TCA,AN850811B
KAC1224TCA,HDM1236
KAC1224TCA,LP10WC
KAC1224TCA,S7100
KAC1224TCA,VO3234B
KAC1224TCA,XO2022
FTA35,STA35
FTA35,TTA35
FTA35,SRES28
FTA35,208FRDH
FTA35,FRDH101
FTA35,FRDH121
FTA35,FRDH201
FTA35,FRDH221
FTA35,FRDH141
FTA35,FRDH161
GLASS50R,222SFFSFR
GLASS50R,TD1040A
GLASS50R,TDM100A
GLASS50R,224SFFSMFR
GLASS50R,340SSDP
GLASS50R,AT4124
GLASS50R,10SSD
GLASS50R,PK52A
GLASS50R,AT4135
GLASS50R,ACT1290A
SHDX80G,AWM110DHK
SHDX80G,TPMB10
SHDX80G,TPM16
SHDX80G,AC5C
SHDX80G,EC-USB-C-3A
SHDX80G,2004BSKA
SHDX80G,FB360C
SHDX80G,KRA2007FPBO
SHDX80G,PK53A
SHDX80G,MAGML300L-S2016
VO806B,CTTOTEAO
VO806B,KRA4059FPBO
VO806B,SWM291
VO806B,107ATMPB
VO806B,SWM281
VO806B,TPMA10
VO806B,SWM301
VO806B,ST50A
VO806B,PT5CBL
VO806B,RULER600
PTGR110,PTGR100
PTGR110,PTC250
PTGR110,PDR3000A
PTGR110,PTGR450
PTGR110,307ESAY
PTGR110,SA10E
PTGR110,SA12E
PTGR110,SA14E
PTGR110,SA18E
PTGR110,SA20E
TW181A,TW121A
TW181A,TW161A
TW181A,TW201
TW181A,TW221
TW181A,TW241
TW181A,TS201
TW181A,TS181A
TW181A,TS161A
TW181A,TS141A
TW181A,TS121A
TA27,SPBS12AR
TA27,ATECH2FR125B
TA27,SRPCR3800
TA27,PPC105LA
TA27,PPC4A
TA27,SPBS24AR
TA27,SPBS8AR
TA27,SIMM180
TA27,PPC103A
TA27,SGASA204CR
F80MP,TRSLF72
F80MP,FZ80
F80MP,RAF80A
F80MP,FRW10
F80MP,TXM72
F80MP,RTM5
F80MP,RTM13
F80MP,RTM12
F80MP,RTM11
F80MP,RTM10
KRA2422PWZ,KRWT2411
KRA2422PWZ,KWSN2455AST
KRA2422PWZ,SRPCR4700O
KRA2422PWZ,SEPAMTSET
KRA2422PWZ,KWSP2455ABL
KRA2422PWZ,PG160
KRA2422PWZ,EFPHANNIBALB
KRA2422PWZ,UPT35R
KRA2422PWZ,ACT1370
KRA2422PWZ,SEPPREHD
FM18,FM8
FM18,FM9
FM18,FM16
FM18,FM11
FM18,FM19
FM18,FM15
FM18,FM17
FM18,SFM12
FM18,SFM11
FM18,SFM10
CSSD1G,CSSD50R
CSSD1G,PKWSS53A
CSSD1G,CSA14CR
CSSD1G,PKNC300
CSSD1G,FB307RNB
CSSD1G,SGAS102BG
CSSD1G,SGAS1713BG
CSSD1G,SGAS1714BG
CSSD1G,SVTS264
CSSD1G,FB336
AWCGT7,SGD6BR
AWCGT7,SIMM240
AWCGT7,SIMM150A
AWCGT7,F80
AWCGT7,PPC4A
AWCGT7,EECT400
AWCGT7,KRSC46HPBO
AWCGT7,ECHDD012A
AWCGT7,CTB8174
AWCGT7,PH3050BR
BRHC2PK,YA832A
BRHC2PK,S6111
BRHC2PK,BCS70A
BRHC2PK,ACT407
BRHC2PK,ECUHD218
BRHC2PK,BTCP400
BRHC2PK,PBFT50R
BRHC2PK,S6112
BRHC2PK,EEBC30A12V
BRHC2PK,MAGMAT
FMAS,PPC205A
FMAS,SIMM240
FMAS,T72
FMAS,SHD4R
FMAS,SPBS18AR
FMAS,EECT400
FMAS,KRSC46HPBO
FMAS,ECHDD012A
FMAS,CTB8174
FMAS,PH3050BR
TMA4E,5CF
TMA4E,ASG185BR
TMA4E,ATECHMS80M
TMA4E,CCY21508
TMA4E,DANTG70
TMA4E,FSNSS-508-BO
TMA4E,JHW30012
TMA4E,KNX8111250
TMA4E,KNX8603125
TMA4E,KNX8603150
BB9008KIT,A2A
BB9008KIT,91ACP
BB9008KIT,TMXK2
BB9008KIT,SIMM180
BB9008KIT,SIMM240
BB9008KIT,SPBS12AR
BB9008KIT,FXK6
BB9008KIT,SHD1R
BB9008KIT,BLPTHC87
BB9008KIT,FX1
A3042,A3046
A3042,CAL6EBR
A3042,BTK7A
A3042,B1458C
A3042,B1467A
A3042,S6112
A3042,CTQ838DB
A3042,CTS561BITSET
A3042,SEPIMMSIMM
A3042,BTG8
CTR817GK2,PPC4A
CTR817GK2,PPC103A
CTR817GK2,FXK11
CTR817GK2,F80
CTR817GK2,TMU8B
CTR817GK2,SIMM200
CTR817GK2,SRPCR3800
CTR817GK2,SGDP42IRBR
CTR817GK2,SHD1R
CTR817GK2,T72
F081,F261
F081,F281
F081,F101
F081,XS2024A
F081,F221
F081,ECHDD012A
F081,CTB8174
F081,PH3050BR
F081,ASG185BR
F081,5CF
210FRXM,BTCP2SA
210FRXM,PBMP703A
210FRXM,VS26B
210FRXM,VS28B
210FRXM,VS30B
210FRXM,VS32B
210FRXM,VS34B
210FRXM,VS36B
210FRXM,VS40B
210FRXM,VS814A
QD1R200A,R1618SC
QD1R200A,BPPC1878
QD1R200A,QD2R1000A
QD1R200A,RTEMPB7
QD1R200A,GA3645A
QD1R200A,SS5A
QD1R200A,RC980
QD1R200A,SEPU38TW
QD1R200A,310SIMMADDON
QD1R200A,EEPV503
TNF72,TZERO
TNF72,TN72
TNF72,TMR4
TNF72,BLPBTWKIT
TNF72,TX72
TNF72,XO1214
TNF72,XO1618
TNF72,XO1820
TNF72,XO2226
TNF72,XO2428
QD2RN100A,QD1RN25B
QD2RN100A,QD3RN350A
QD2RN100A,EEPV503
QD2RN100A,FAMXS10E
QD2RN100A,FAMXS7E
QD2RN100A,FAMXS8E
QD2RN100A,FAMXS9E
QD2RN100A,TMAMXS3E
QD2RN100A,TMAMXS4E
QD2RN100A,TMAMXS5E
PL5ESWIRESTRIP,PTM30
PL5ESWIRESTRIP,SGTT110B
PL5ESWIRESTRIP,SGTT8B
PL5ESWIRESTRIP,SGTT9B
PL5ESWIRESTRIP,SGTT1B
PL5ESWIRESTRIP,OXIM11B
PL5ESWIRESTRIP,OXIM10B
PL5ESWIRESTRIP,AT2050
PL5ESWIRESTRIP,YA1175KIT
PL5ESWIRESTRIP,JCW62R
TW361,TW121A
TW361,TW201
TW361,TW221
TW361,TW261
TW361,TW141A
TW361,TS201
TW361,TS181A
TW361,TS161A
TW361,TS141A
TW361,TS121A
KRSC4130PBO,TMU8B
KRSC4130PBO,GFAT1E
KRSC4130PBO,ATECH2FR125B
KRSC4130PBO,SIMM170
KRSC4130PBO,BLPTHC87
KRSC4130PBO,SPBS24AR
KRSC4130PBO,SIMM240
KRSC4130PBO,SPBS8AR
KRSC4130PBO,SRPCR3800
KRSC4130PBO,FXK3
314SCOA,IPL38C
314SCOA,312IPL
314SCOA,IPL26C
314SCOA,IPL32C
314SCOA,IPL16C
314SCOA,FCOM14A
314SCOA,FCOM10A
314SCOA,FCOM11A
314SCOA,FCOM12A
314SCOA,FCOM13A
VWB4B,AWM12D
VWB4B,14V
VWB4B,AT425R
VWB4B,BF775C-A
VWB4B,BLP18HVLP
VWB4B,PK50A
VWB4B,TPMA25EM
VWB4B,DB121C
VWB4B,OEXM9B
VWB4B,OEXM8B
SGDX40BR,RBM1011SC
SGDX40BR,PKWLR53A
SGDX40BR,RTEMPB7
